"上投摩根基金管理有限公司	上投民生	杨景喻 	""[('603259.XSHG'", 0.0315), ('601021.XSHG', 0.0592), ('600837.XSHG', 0.037599999999999995), ('600383.XSHG', 0.0316), ('600276.XSHG', 0.0318), ('600030.XSHG', 0.0351), ('300760.XSHE', 0.0489), ('300558.XSHE', 0.061399999999999996), ('300065.XSHE', 0.09720000000000001), ('002640.XSHE'," 0.0781)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"华安基金管理有限公司	华安大国	翁启森 	""[('603605.XSHG'", 0.0226), ('600745.XSHG', 0.0173), ('300498.XSHE', 0.0196), ('300316.XSHE', 0.0276), ('002938.XSHE', 0.024700000000000003), ('002475.XSHE', 0.0189), ('002202.XSHE', 0.0231), ('002174.XSHE', 0.0173), ('000977.XSHE', 0.0265), ('000063.XSHE'," 0.0437)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"安信基金管理有限责任公司	安信价值	陈一峰 	""[('603589.XSHG'", 0.0489), ('601818.XSHG', 0.043), ('601288.XSHG', 0.0891), ('601166.XSHG', 0.0297), ('600612.XSHG', 0.03), ('600325.XSHG', 0.049400000000000006), ('600048.XSHG', 0.0951), ('600036.XSHG', 0.0592), ('002508.XSHE', 0.0698), ('002327.XSHE', 0.014199999999999999), ('000651.XSHE'," 0.0808)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"景顺长城基金管理有限公司	景顺创业板	李孟海 	""[('300747.XSHE'", 0.0349), ('300699.XSHE', 0.0431), ('300673.XSHE', 0.0588), ('300630.XSHE', 0.04650000000000001), ('300523.XSHE', 0.07150000000000001), ('300482.XSHE', 0.044199999999999996), ('300114.XSHE', 0.0625), ('300065.XSHE', 0.0604), ('002933.XSHE', 0.0305), ('002901.XSHE', 0.049), ('002891.XSHE'," 0.0761)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"建信基金管理有限责任公司	建信改革	陶灿 	""[('603707.XSHG'", 0.0414), ('603517.XSHG', 0.036000000000000004), ('601888.XSHG', 0.0518), ('600809.XSHG', 0.0333), ('600031.XSHG', 0.037200000000000004), ('002557.XSHE', 0.034), ('002463.XSHE', 0.0349), ('002384.XSHE', 0.0326), ('002157.XSHE', 0.0337), ('000661.XSHE'," 0.0601)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"摩根士丹利华鑫基金管理有限公司	大摩进取	朱睿 缪东航 	""[('603369.XSHG'", 0.0325), ('600529.XSHG', 0.0329), ('600466.XSHG', 0.057800000000000004), ('600031.XSHG', 0.0387), ('300408.XSHE', 0.030699999999999998), ('002677.XSHE', 0.050199999999999995), ('002271.XSHE', 0.0395), ('002230.XSHE', 0.061200000000000004), ('002081.XSHE', 0.0393), ('000002.XSHE'," 0.0308)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"大成基金管理有限公司	大成高新	刘旭 	""[('603337.XSHG'", 0.0694), ('601166.XSHG', 0.0482), ('600887.XSHG', 0.0761), ('600872.XSHG', 0.0678), ('600741.XSHG', 0.039900000000000005), ('600519.XSHG', 0.0797), ('300144.XSHE', 0.0717), ('002223.XSHE', 0.0421), ('002126.XSHE', 0.039599999999999996), ('000333.XSHE'," 0.0444)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"景顺长城基金管理有限公司	景顺精选	徐喻军 	""[('601818.XSHG'", 0.0271), ('601318.XSHG', 0.0464), ('601229.XSHG', 0.0184), ('600897.XSHG', 0.019299999999999998), ('600606.XSHG', 0.0192), ('600585.XSHG', 0.0174), ('600566.XSHG', 0.021099999999999997), ('600031.XSHG', 0.0264), ('002092.XSHE', 0.024700000000000003), ('000709.XSHE'," 0.0183)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"汇添富基金管理股份有限公司	汇添富环保	赵鹏程 	""[('601688.XSHG'", 0.0292), ('601222.XSHG', 0.0924), ('601088.XSHG', 0.0333), ('600406.XSHG', 0.0358), ('600030.XSHG', 0.0281), ('300012.XSHE', 0.0349), ('002672.XSHE', 0.0276), ('002466.XSHE', 0.0378), ('002074.XSHE', 0.0305), ('000581.XSHE'," 0.0371)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"汇添富基金管理股份有限公司	汇添富移动	杨_ 	""[('600845.XSHG'", 0.0245), ('600570.XSHG', 0.0426), ('600436.XSHG', 0.0298), ('600271.XSHG', 0.0345), ('300450.XSHE', 0.037599999999999995), ('300383.XSHE', 0.0338), ('300348.XSHE', 0.0165), ('300226.XSHE', 0.0381), ('300059.XSHE', 0.0374), ('002439.XSHE', 0.0512), ('002415.XSHE', 0.0339), ('002410.XSHE', 0.055), ('000938.XSHE'," 0.013300000000000001)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"嘉实基金管理有限公司	嘉实医疗	齐海滔 	""[('600867.XSHG'", 0.0805), ('600529.XSHG', 0.08800000000000001), ('600380.XSHG', 0.048499999999999995), ('600276.XSHG', 0.0776), ('600196.XSHG', 0.057), ('300529.XSHE', 0.0645), ('300357.XSHE', 0.06480000000000001), ('000963.XSHE', 0.0679), ('000661.XSHE', 0.0723), ('000513.XSHE', 0.0584), ('000028.XSHE'," 0.08779999999999999)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"建信基金管理有限责任公司	建信中小盘	许杰 	""[('603496.XSHG'", 0.0331), ('601966.XSHG', 0.0365), ('600970.XSHG', 0.0318), ('300316.XSHE', 0.0405), ('300274.XSHE', 0.037200000000000004), ('300134.XSHE', 0.0334), ('002920.XSHE', 0.0385), ('002632.XSHE', 0.032), ('002384.XSHE', 0.0677), ('002009.XSHE'," 0.0313)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"招商基金管理有限公司	招商行业	贾成东 	""[('603338.XSHG'", 0.046799999999999994), ('601888.XSHG', 0.05), ('601012.XSHG', 0.06849999999999999), ('600519.XSHG', 0.0507), ('600030.XSHG', 0.0496), ('300601.XSHE', 0.051100000000000007), ('002714.XSHE', 0.0593), ('002475.XSHE', 0.0519), ('002124.XSHE', 0.051699999999999996), ('000661.XSHE'," 0.0738)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"嘉实基金管理有限公司	嘉实产业	归凯 	""[('601933.XSHG'", 0.0642), ('601318.XSHG', 0.034300000000000004), ('600763.XSHG', 0.0851), ('300567.XSHE', 0.0458), ('300369.XSHE', 0.0362), ('300285.XSHE', 0.0368), ('300012.XSHE', 0.0509), ('002179.XSHE', 0.0676), ('000661.XSHE', 0.08800000000000001), ('000651.XSHE'," 0.0356)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"建信基金管理有限责任公司	建信新蓝筹	许杰 	""[('603666.XSHG'", 0.032799999999999996), ('600970.XSHG', 0.0316), ('300316.XSHE', 0.06269999999999999), ('300285.XSHE', 0.0311), ('300274.XSHE', 0.0275), ('002920.XSHE', 0.028300000000000002), ('002643.XSHE', 0.0361), ('002632.XSHE', 0.0277), ('002384.XSHE', 0.0579), ('000661.XSHE'," 0.0265)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"国海富兰克林基金管理有限公司	国富健康	王晓宁 	""[('603899.XSHG'", 0.0401), ('603711.XSHG', 0.0472), ('601688.XSHG', 0.0464), ('601166.XSHG', 0.0358), ('600271.XSHG', 0.041299999999999996), ('600036.XSHG', 0.0669), ('002415.XSHE', 0.0346), ('002304.XSHE', 0.038599999999999995), ('002202.XSHE', 0.0512), ('000002.XSHE'," 0.051500000000000004)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"鹏华基金管理有限公司	鹏华制造	袁航 	""[('601231.XSHG'", 0.0326), ('600887.XSHG', 0.0726), ('600529.XSHG', 0.0696), ('600031.XSHG', 0.0955), ('300760.XSHE', 0.06), ('300558.XSHE', 0.029300000000000003), ('300003.XSHE', 0.0754), ('002727.XSHE', 0.0629), ('002013.XSHE', 0.048499999999999995), ('000338.XSHE'," 0.0387)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"鹏华基金管理有限公司	鹏华医疗	金笑非 郎超 	""[('603716.XSHG'", 0.0466), ('600763.XSHG', 0.049), ('600436.XSHG', 0.045), ('600276.XSHG', 0.08900000000000001), ('300760.XSHE', 0.0689), ('300451.XSHE', 0.032799999999999996), ('300414.XSHE', 0.0286), ('002675.XSHE', 0.0458), ('002390.XSHE', 0.0336), ('000915.XSHE', 0.0363), ('000661.XSHE'," 0.058499999999999996)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"工银瑞信基金管理有限公司	工银高端制造	黄安乐 	""[('601012.XSHG'", 0.0492), ('600588.XSHG', 0.0499), ('600438.XSHG', 0.0484), ('300498.XSHE', 0.08070000000000001), ('300450.XSHE', 0.0849), ('300274.XSHE', 0.0518), ('300014.XSHE', 0.0467), ('002643.XSHE', 0.0467), ('002230.XSHE', 0.0481), ('002157.XSHE'," 0.0528)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"工银瑞信基金管理有限公司	工银研究	宋炳_ 	""[('603986.XSHG'", 0.0253), ('600588.XSHG', 0.0245), ('600570.XSHG', 0.0323), ('600372.XSHG', 0.0246), ('600030.XSHG', 0.0541), ('300059.XSHE', 0.0265), ('002371.XSHE', 0.03), ('002230.XSHE', 0.0287), ('002142.XSHE', 0.033), ('000895.XSHE'," 0.044500000000000005)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"泰达宏利基金管理有限公司	泰达机遇	王鹏 	""[('601012.XSHG'", 0.0326), ('600570.XSHG', 0.0409), ('600438.XSHG', 0.0325), ('300498.XSHE', 0.041100000000000005), ('300122.XSHE', 0.0414), ('002567.XSHE', 0.0408), ('002384.XSHE', 0.0322), ('002157.XSHE', 0.061399999999999996), ('000858.XSHE', 0.0454), ('000661.XSHE'," 0.052300000000000006)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"工银瑞信基金管理有限公司	工银医疗	谭冬寒 赵蓓 	""[('600763.XSHG'", 0.0409), ('600276.XSHG', 0.0973), ('600055.XSHG', 0.031), ('300760.XSHE', 0.058499999999999996), ('300759.XSHE', 0.0098), ('300482.XSHE', 0.050300000000000004), ('300463.XSHE', 0.044800000000000006), ('300347.XSHE', 0.0385), ('300003.XSHE', 0.09230000000000001), ('002614.XSHE', 0.048799999999999996), ('002044.XSHE', 0.0432), ('000661.XSHE'," 0.0736)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"鹏华基金管理有限公司	鹏华产业	王宗合 	""[('603833.XSHG'", 0.0603), ('603801.XSHG', 0.038), ('600809.XSHG', 0.0452), ('600779.XSHG', 0.0834), ('600519.XSHG', 0.0998), ('300015.XSHE', 0.0695), ('002304.XSHE', 0.0723), ('000858.XSHE', 0.1041), ('000596.XSHE', 0.044800000000000006), ('000568.XSHE'," 0.0748)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"华宝基金管理有限公司	华宝制造	贺_ 	""[('603799.XSHG'", 0.0345), ('603283.XSHG', 0.0176), ('600873.XSHG', 0.0302), ('600352.XSHG', 0.0473), ('600299.XSHG', 0.0323), ('300618.XSHE', 0.0338), ('300567.XSHE', 0.044000000000000004), ('300438.XSHE', 0.0329), ('300115.XSHE', 0.0393), ('000961.XSHE', 0.0301), ('000069.XSHE'," 0.0379)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"华宝基金管理有限公司	华宝生活	光磊 	""[('601318.XSHG'", 0.0365), ('600547.XSHG', 0.0356), ('600519.XSHG', 0.0548), ('600036.XSHG', 0.0331), ('300383.XSHE', 0.0354), ('002821.XSHE', 0.0335), ('002737.XSHE', 0.0473), ('000858.XSHE', 0.0509), ('000661.XSHE', 0.0673), ('000651.XSHE'," 0.0332)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"民生加银基金管理有限公司	民生优选	蒯学章 	""[('603899.XSHG'", 0.0862), ('601607.XSHG', 0.0809), ('600660.XSHG', 0.0776), ('600066.XSHG', 0.054900000000000004), ('002352.XSHE', 0.054900000000000004), ('002262.XSHE', 0.0924), ('000963.XSHE', 0.060599999999999994), ('000418.XSHE', 0.0679), ('000333.XSHE', 0.061799999999999994), ('000089.XSHE'," 0.06509999999999999)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"工银瑞信基金管理有限公司	工银创新	杨鑫鑫 	""[('601222.XSHG'", 0.0379), ('600600.XSHG', 0.0338), ('600563.XSHG', 0.040999999999999995), ('600406.XSHG', 0.04769999999999999), ('600362.XSHG', 0.0352), ('600030.XSHG', 0.0358), ('002643.XSHE', 0.0453), ('002179.XSHE', 0.0338), ('000895.XSHE', 0.0379), ('000069.XSHE'," 0.054299999999999994)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"农银汇理基金管理有限公司	农银医疗	赵伟 	""[('603658.XSHG'", 0.0431), ('600763.XSHG', 0.0805), ('600436.XSHG', 0.0407), ('600276.XSHG', 0.061), ('600211.XSHG', 0.0755), ('300725.XSHE', 0.0509), ('300630.XSHE', 0.0519), ('300558.XSHE', 0.0764), ('300347.XSHE', 0.08220000000000001), ('300015.XSHE'," 0.0692)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"汇添富基金管理股份有限公司	汇添富外延	王栩 	""[('601888.XSHG'", 0.0394), ('601318.XSHG', 0.0785), ('600519.XSHG', 0.03), ('600436.XSHG', 0.0404), ('600036.XSHG', 0.0524), ('300059.XSHE', 0.045), ('002044.XSHE', 0.0701), ('000538.XSHE', 0.0481), ('000333.XSHE', 0.0394), ('000001.XSHE'," 0.036000000000000004)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"南方基金管理股份有限公司	南方产业活力	蒋秋洁 	""[('601888.XSHG'", 0.0623), ('601766.XSHG', 0.0278), ('601318.XSHG', 0.04190000000000001), ('600872.XSHG', 0.0452), ('600745.XSHG', 0.0273), ('600699.XSHG', 0.0275), ('600519.XSHG', 0.0329), ('300413.XSHE', 0.0311), ('002027.XSHE', 0.0416), ('000002.XSHE'," 0.0325)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"招商基金管理有限公司	招商医药	李佳存 	""[('603939.XSHG'", 0.04), ('603658.XSHG', 0.0321), ('300725.XSHE', 0.034300000000000004), ('300630.XSHE', 0.031200000000000002), ('300595.XSHE', 0.0536), ('300529.XSHE', 0.0968), ('300357.XSHE', 0.0316), ('300347.XSHE', 0.08960000000000001), ('300122.XSHE', 0.042199999999999994), ('000661.XSHE'," 0.1013)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"诺安基金管理有限公司	诺安新经济	杨琨 	""[('601888.XSHG'", 0.0345), ('601601.XSHG', 0.0319), ('600588.XSHG', 0.08960000000000001), ('600438.XSHG', 0.0455), ('600030.XSHG', 0.0866), ('300498.XSHE', 0.07490000000000001), ('300427.XSHE', 0.0647), ('300282.XSHE', 0.058899999999999994), ('002567.XSHE', 0.0888), ('000723.XSHE'," 0.0928)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"安信基金管理有限责任公司	安信医药	陈一峰 	""[('603808.XSHG'", 0.0418), ('603589.XSHG', 0.0728), ('601668.XSHG', 0.0632), ('600612.XSHG', 0.0712), ('600566.XSHG', 0.0507), ('600048.XSHG', 0.0908), ('002508.XSHE', 0.0562), ('002304.XSHE', 0.0727), ('000661.XSHE', 0.0353), ('000651.XSHE'," 0.056299999999999996)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"景顺长城基金管理有限公司	景顺量化	黎海威 	""[('603658.XSHG'", 0.0172), ('000049.XSHE', 0.015), ('000606.XSHE', 0.0175), ('000709.XSHE', 0.0235), ('000716.XSHE', 0.0248), ('000789.XSHE', 0.0269), ('002020.XSHE', 0.0264), ('002092.XSHE', 0.026000000000000002), ('002696.XSHE', 0.0167), ('002746.XSHE', 0.009399999999999999), ('300034.XSHE', 0.0183), ('300130.XSHE', 0.0239), ('300182.XSHE', 0.0302), ('600031.XSHG', 0.026600000000000002), ('600110.XSHG', 0.0102), ('600643.XSHG', 0.020499999999999997), ('600657.XSHG', 0.016399999999999998), ('600875.XSHG', 0.0268), ('600897.XSHG', 0.0139), ('600966.XSHG', 0.0184), ('600985.XSHG', 0.0143), ('600986.XSHG', 0.019799999999999998), ('601369.XSHG', 0.013300000000000001), ('603393.XSHG', 0.023), ('000021.XSHE'," 0.0278)]""",,,,,,,,,,,,,,,,
"嘉实基金管理有限公司	嘉实逆向	曲盛伟 	""[('603679.XSHG'", 0.0391), ('601012.XSHG', 0.038), ('600438.XSHG', 0.07440000000000001), ('300659.XSHE', 0.045), ('300546.XSHE', 0.0678), ('300531.XSHE', 0.0255), ('300352.XSHE', 0.0354), ('300212.XSHE', 0.0364), ('300059.XSHE', 0.0559), ('300012.XSHE', 0.0786), ('002191.XSHE', 0.07769999999999999), ('000911.XSHE', 0.0245), ('000555.XSHE'," 0.0296)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"工银瑞信基金管理有限公司	工银战略	杜洋 	""[('603678.XSHG'", 0.0213), ('603601.XSHG', 0.0195), ('601668.XSHG', 0.0384), ('601222.XSHG', 0.0556), ('601012.XSHG', 0.022799999999999997), ('300569.XSHE', 0.0196), ('300463.XSHE', 0.0209), ('300274.XSHE', 0.0334), ('002343.XSHE', 0.0397), ('002230.XSHE'," 0.0347)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"中银基金管理有限公司	中银新动力	吴印 	""[('603899.XSHG'", 0.064), ('601318.XSHG', 0.049699999999999994), ('600570.XSHG', 0.0678), ('300662.XSHE', 0.0524), ('300633.XSHE', 0.051), ('300595.XSHE', 0.0664), ('300454.XSHE', 0.0541), ('300347.XSHE', 0.0513), ('002410.XSHE', 0.0557), ('002311.XSHE'," 0.053399999999999996)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"工银瑞信基金管理有限公司	工银改革	何肖颉 	""[('601688.XSHG'", 0.0287), ('601601.XSHG', 0.0509), ('601318.XSHG', 0.0464), ('600048.XSHG', 0.051100000000000007), ('600036.XSHG', 0.0689), ('002142.XSHE', 0.0316), ('001979.XSHE', 0.042199999999999994), ('000651.XSHE', 0.0373), ('000538.XSHE', 0.0377), ('000002.XSHE'," 0.038900000000000004)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"上投摩根基金管理有限公司	上投安全	陈思郁 李德辉 	""[('600519.XSHG'", 0.0286), ('600031.XSHG', 0.0338), ('300760.XSHE', 0.029300000000000003), ('300498.XSHE', 0.0277), ('002916.XSHE', 0.0305), ('002714.XSHE', 0.0333), ('002475.XSHE', 0.035), ('002124.XSHE', 0.0274), ('000858.XSHE', 0.029500000000000002), ('000661.XSHE'," 0.047599999999999996)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"前海开源基金管理有限公司	前海大农业	付海宁 	""[('603288.XSHG'", 0.0482), ('600872.XSHG', 0.0449), ('600426.XSHG', 0.0387), ('600276.XSHG', 0.0102), ('600201.XSHG', 0.0321), ('300498.XSHE', 0.0739), ('300253.XSHE', 0.0097), ('002812.XSHE', 0.0092), ('002714.XSHE', 0.0736), ('002311.XSHE', 0.036699999999999997), ('002157.XSHE', 0.0721), ('002124.XSHE', 0.0138), ('000895.XSHE', 0.0384), ('000860.XSHE', 0.0393), ('000063.XSHE'," 0.0097)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"华安基金管理有限公司	华安物联网	翁启森 	""[('603605.XSHG'", 0.0215), ('601233.XSHG', 0.0161), ('300498.XSHE', 0.019299999999999998), ('300316.XSHE', 0.025), ('002938.XSHE', 0.0172), ('002475.XSHE', 0.0208), ('002202.XSHE', 0.0226), ('002044.XSHE', 0.018500000000000003), ('000977.XSHE', 0.0268), ('000063.XSHE'," 0.0444)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"嘉实基金管理有限公司	嘉实企业	谢泽林 	""[('300232.XSHE'", 0.031400000000000004), ('300036.XSHE', 0.0278), ('002614.XSHE', 0.0443), ('002439.XSHE', 0.0858), ('002368.XSHE', 0.0346), ('002146.XSHE', 0.0282), ('002139.XSHE', 0.028900000000000002), ('002024.XSHE', 0.030299999999999997), ('000547.XSHE', 0.0301), ('000002.XSHE'," 0.0264)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"嘉实基金管理有限公司	嘉实制造	张淼 	""[('601799.XSHG'", 0.037200000000000004), ('600835.XSHG', 0.0275), ('600529.XSHG', 0.0604), ('300732.XSHE', 0.012), ('300271.XSHE', 0.0432), ('002475.XSHE', 0.028300000000000002), ('002439.XSHE', 0.031), ('002430.XSHE', 0.0345), ('002368.XSHE', 0.0275), ('002236.XSHE', 0.0338), ('000028.XSHE'," 0.0278)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
